"ID","Type","S100A8","ADM","IFNGR2","C3AR1","TNFAIP6","SLC43A3","MAFB","MMP9","IFITM3","ALPL","ANPEP","EGR1","TLR8","STEAP4","ADAM9","PGLYRP1","TPST1","ANKRD22","RPS27A","CXCR4","CNOT6L","PMAIP1","CD83"
"Patient 1","1",10.1093377311328,5.54037773503796,7.068413814756,5.32462309377702,5.15102643574563,5.88274445586634,5.82178653856604,5.68121182843375,10.8522441531996,5.53091938168517,6.04206507207286,3.52417675843288,6.32052168049489,5.48201670820115,4.39839492231184,4.11997030354126,3.68288649288162,3.85739870734214,8.01596564901667,8.04294877563888,5.55364383411742,5.46744191104217,4.64333090806065
"Patient 2","1",11.8766152623037,6.24331786779073,8.7543478237822,6.43740593887077,5.38595581902934,4.67661748969851,7.57261244456274,7.09256263391488,9.5006809234725,7.13103185587193,8.19658980028833,5.35389022771516,6.7258650300582,5.49739386843579,3.77429186845648,7.3048737493745,3.63037260762292,4.97351086645898,8.96999112649262,9.21381760911619,5.75780717111035,4.39877114957624,5.00072976023342
"Patient 3","1",11.0046528467322,5.65930389215493,7.26838434130049,5.31481252621856,5.11638862308874,5.26139015819805,5.33669878814398,5.80597475566055,10.9168501394176,5.34956370785323,6.09180211719778,3.76802469875223,6.26888640012458,5.41847061263954,3.93986214039531,6.908176666364,3.95063557415552,3.93758135369018,8.03214756344157,7.39653892982872,5.52318587990459,3.88756178271232,4.57896297783058
"Patient 4","1",10.343919473284,5.57344188236072,6.88011871851689,5.47404876572989,5.11531418305696,4.60121071446517,5.33540343649958,5.74836401863131,10.4543435399001,4.79371045613795,6.27108962856708,3.45984244817218,6.26728471087152,5.41649945846733,5.29713825492979,5.20096296269844,3.63391846361121,3.89541238483998,8.03214756344157,8.33941020661565,5.54674909980418,3.88586364575887,4.57696633093814
"Patient 5","1",9.16697097065432,5.51044852658575,7.08318524291528,5.53899811214289,5.1224522506697,5.70451909017037,5.34400913560471,5.64789117948392,8.83270076814697,5.0073538893055,5.99371888637771,3.78878797036501,6.46566934643097,5.58766415278955,4.60878414995722,4.08789680479511,3.6437060596736,3.93697018502254,7.58440659610282,7.45748076031865,5.89352407012256,4.51558267233364,5.21239206919464
"Patient 6","1",10.1116652509347,5.50645998343577,6.87653779593002,5.57222378639199,5.11864428594077,5.38853211658069,5.39186333714791,5.64345067293549,9.66967490822998,4.80800536389993,6.11360288666018,3.46584150608642,6.52045898549914,5.42260882334498,3.77126452948367,5.00965441989977,3.63848464365338,4.25827671068672,8.72968555382323,8.29347003942391,6.35565981205819,4.06486266455326,4.58315470756017
"Donor 1","0",9.32514243543781,5.94988336919566,7.37720347325576,5.65506265847558,5.37244692749199,5.38952769241889,5.74922715676136,6.59401931023615,7.74418626938952,6.27474831840245,6.87033776229649,4.76942265358626,6.94900115943812,6.25726257058196,4.26685664843769,6.97988304871725,4.33808633039174,4.49366176554646,7.82164191370418,8.9675454442689,5.56368802599851,3.50345064640431,4.82495230553825
"Donor 2","0",9.27478083087043,5.81248085437894,7.59779289251296,5.90413991033359,5.36827705983316,5.18520431969558,6.86475117588951,6.60752252532858,7.53233757663513,5.67205224307121,6.73445481259916,4.7049656714347,6.92321555438951,6.11827766370255,3.97808445540092,5.21476436625089,4.33236867927207,4.37827663041096,8.7118695702378,8.62140476960303,5.11769364275076,3.58103529026132,4.59244365201996
"Donor 3","0",8.16101163076046,5.81418730141932,7.05907184942974,5.84090053164054,5.36990624871171,4.8566352108811,5.75512225973845,6.44595806516674,7.36187742202309,5.5967185928936,6.81650691710159,4.49349591853016,7.18278744748749,6.14820746007811,5.27937449871799,4.72124250056478,4.33460259516048,4.64993822493501,7.84350700074796,9.39318164140061,6.04344383266282,4.38454352344892,3.93257126026719
"Donor 4","0",8.68562487477581,5.81573396553936,6.79076081871622,5.65390951483238,5.37138288872666,5.25276754399404,5.89893291199535,6.46771003847901,7.49791686741174,5.59873204143588,6.62512114741291,4.61506460727528,6.86790441698376,6.10188105216957,5.08130103598325,5.31413873633047,4.33662733865969,4.43863209278945,8.01945149219322,7.73384847300931,5.79211586136566,4.10439879124907,3.84491748091912
"Donor 5","0",8.98865549454453,5.81601339995889,6.84752516550506,5.65419863905666,5.37164967195392,4.69490880986357,6.01284577761778,6.6100814377075,7.47088606048328,5.73343322958368,6.66455459381186,4.53795635113743,6.86830211607852,6.2349358101475,4.6342794049064,6.01922926460841,4.33699314725192,4.75230565835133,7.49425401752974,7.29132598067426,5.57745070389187,4.56161034886303,4.23799728557388
"Donor 6","0",8.35392584993972,5.94037580444318,7.06524677604257,5.77572348469429,5.37084776314707,4.81567652868134,5.73500332891104,6.38472975694431,7.68659844638041,6.02056492866021,6.9952001182098,4.76511527239676,6.92418983857765,6.14178351823907,4.42164099965729,5.19308626712587,4.33589358362965,4.5335182370297,7.92577897212026,7.72809224724651,5.76103449059613,4.09970524161802,4.02440283093524
