"ID","Type","RECQL4","GPT2","SPP1","ADM2","C1QTNF6","STX1A","ARHGEF16","ZNF692","CLEC3B","HBB","CD300C","LAMP3","MSR1","VSIG4"
"TCGA-39-5035-01A",1,6.26397209023862,5.80257544669335,8.25684050152429,3.23782288700781,4.16819164360109,5.42125569281005,5.35172320785229,5.69440763869415,4.83460651370666,7.87232267899431,3.54514428373279,6.88952966576037,5.3533006456077,6.49877756103384
"TCGA-50-5051-01A",1,5.41157595114026,7.55710143237153,9.2901097167741,5.01457331814168,4.52501142404365,4.41547851234876,4.86247330390411,6.32264412947116,4.82291583637026,5.38583437923022,2.36332720256681,8.96505975524469,3.1990644794966,4.37460410724321
"TCGA-55-8508-01A",1,4.81624313928894,6.9432756442616,10.6857580961332,4.95336655311656,3.62059671352296,5.74806232744226,4.3213168147626,5.85015513909795,5.95425795051293,9.66633677078804,2.73382918675862,4.9284215025691,3.79597236003959,5.04397153611479
"TCGA-34-5231-01A",1,6.59643604637953,5.80926669100683,7.73679573937542,5.98720993586227,4.20147114425137,4.70091554396345,5.30139277386067,6.78418779950882,3.58505622453092,6.29169809051047,3.4960013163862,10.2170183771613,4.81154966122333,5.58562390204085
"TCGA-55-7724-01A",1,3.45494324173858,4.62841928547582,10.3446293325665,3.2185294005585,3.47481116103023,3.09245446980367,2.88462364113573,4.05014482640531,4.946048920679,8.25568581962317,3.74018817096953,9.3016806857753,6.62285592857385,8.0458465780013
"TCGA-77-A5G3-01A",1,5.91961914439882,6.57205352958166,8.96818534839606,5.69526248850272,4.90388312660103,4.70815669173105,5.22190760988229,6.03921183775418,3.62172812883057,5.06128766146914,2.88917894566,7.29940185731655,5.27015453430601,5.98510443377516
"TCGA-33-A4WN-01A",1,5.23239220545077,7.11190810922209,11.4124539690096,4.31256044468195,4.11489582539901,4.19977040958035,5.82420900734791,6.64715635760217,3.22469854242191,7.12531151174273,3.01085159918659,5.78016468397482,4.30377535976157,5.38273917651024
"TCGA-44-6146-01B",1,3.02004730252438,5.4594954592134,6.11617303873486,4.98401728144981,3.79551122063068,5.16806744653615,5.83162866571476,4.98307372512265,3.66580966731344,5.87541776735296,1.98919564201649,8.36407422182773,5.10468753820535,4.08509480200268
"TCGA-NJ-A7XG-01A",1,4.94978330952444,4.99163854654269,5.68527616663734,5.85010260437838,4.18404312257715,5.76257739261522,6.04386948380589,7.23949235323271,5.14527707408624,5.83432950250382,1.84735996679985,8.72445180217984,2.84408914880638,3.67564062194263
"TCGA-78-7540-01A",1,3.95264492803172,5.27594893918365,6.69042765099957,6.42991073941389,3.9071407859094,6.60508793163447,7.43372983808089,5.11450212261954,5.61268849526046,5.93891225871352,4.00377321775101,8.33670560209408,4.79418125801933,5.50096635812245
"TCGA-68-A59I-01A",1,4.90873489113597,6.70971274218574,8.87127004406091,3.97487569597247,4.17131567681609,6.2446803954614,5.67547474209443,6.70614626483233,4.08990942575306,8.45726736540603,2.96893086601713,7.31165931926191,4.92610965735408,6.16311075096109
"TCGA-77-A5G8-01B",1,5.28125881547561,5.98051194775396,10.1109749245545,4.45050898406878,4.10146718289874,5.32724788798439,5.23518112929086,6.02560098819249,3.83671054063061,6.00277466573252,3.25799649660144,6.09296469819859,4.4927057747435,5.82342812708437
"TCGA-44-2665-01A",1,4.15924715888091,5.23274346182646,12.2577155838901,4.47710712333043,5.79135943523139,5.12465065628142,4.86736016703392,5.75649262453109,3.64764489894118,9.24871887687335,4.40613524286233,6.11239890105512,5.81071614138727,7.43717370203033
"TCGA-70-6723-01A",1,5.66786350889369,6.88619055920611,12.0062271593752,5.62320980855431,4.63099854389571,4.74099379150723,6.50803094407358,5.92935779989601,2.92685425167222,5.49961787239966,1.79465791826832,9.11950808725399,3.78392624658599,4.86046670810416
"TCGA-55-A48Z-01A",1,6.58623552142889,5.30032142592516,11.634983991748,5.20869633946131,6.03824352096125,5.99500956935858,6.07772511658869,6.47957585438181,3.55929046738734,5.86693382419829,3.08326769069496,6.29002915993692,5.40299886992086,6.25459517138821
"TCGA-50-5044-01A",1,5.35158174985001,4.79904415976319,8.21158562980332,4.61123639603851,5.6843032583629,6.05359248257712,3.60565218977712,5.19055737489229,4.97938780811714,5.60930538395169,3.15744967533728,7.90357060496589,4.03666518395777,6.27575424113644
"TCGA-55-6984-01A",1,4.57474913116164,5.78224281871452,8.15312844479888,6.27117611808143,3.69426371869788,6.00188674775301,7.36238834634034,5.82175258482782,3.57730345613318,6.16907365140512,2.91229476893584,6.7863118821642,3.35488278786439,3.80445456826315
"TCGA-60-2703-01A",1,6.10312516868738,5.61081882209928,10.1747174975067,4.52932316158244,4.56215661722019,5.41236897756176,4.97649960404158,5.78061682197397,2.88408337803233,9.0893607592326,3.12999096689062,6.37042414273847,5.23650180901723,6.20422511427716
"TCGA-05-4415-01A",1,5.43894028367366,4.27011573129923,12.4828887547659,2.93978949516806,6.91496781455958,4.56413221253941,4.27645377233731,5.89503165729128,3.74923473451198,7.02024167688617,2.87095632520497,7.57784108090119,4.54466055309432,6.79322768708754
"TCGA-77-6845-01A",1,6.02075039814975,6.35895860078909,13.5448999587341,5.61709605230418,4.85392739109895,5.42286470347643,4.67843693359084,6.89937069524188,5.22053979058843,4.15755068063535,2.55357971074087,8.18273571782049,4.1536209829393,5.76786324078691
"TCGA-49-6767-01A",1,6.18977647918202,6.53747722086711,7.82758989156122,5.20128815008335,5.38509979974107,5.82106070705826,6.00417308775281,5.99454344760992,2.71394272357925,5.49479445330915,3.72738404986612,6.3689504409177,5.18132051712824,6.81451532958012
"TCGA-86-A4D0-01A",1,7.21728075964469,8.85816939689866,7.97684295039808,5.54128147108193,4.0483663473435,4.23301481441032,5.62177096966877,6.54866020971729,3.67758725749797,3.79751076610483,2.80484065472334,6.33058122107189,3.87471840646446,5.42756485275643
"TCGA-86-6851-01A",1,4.74467808565781,5.45138009343636,8.20479276863524,4.90395858143992,4.43195775492981,4.77044420253201,5.71153499348441,6.2315009917559,4.06708400391472,5.66476181763732,3.79778850305756,6.65828221146981,5.52081039282047,7.39240262491581
"TCGA-56-8083-01A",1,6.85324930168751,6.9092079921727,8.92688735654277,5.95970648588637,5.36888305362176,5.95318802159181,6.68920199324424,6.80915938382642,3.85125283341204,7.53758641171533,2.80392640620602,7.50716973122422,4.73028677278691,5.60872125619631
"TCGA-MN-A4N1-01A",1,7.14869961885504,5.62365856962173,10.058659494455,5.38175198041315,5.34677585748605,6.88884223026411,6.91424105734459,7.17091442249573,3.34915691076825,5.01559155995209,3.00026103088965,6.80360405001221,4.07616133497425,5.28571077207937
"TCGA-22-5474-01A",1,4.52684906133859,6.62288408260515,12.4354262640307,5.41549941669314,4.57425579096522,3.8629500009366,5.12157304102913,5.21498047189396,4.78926295963359,6.4631665634601,4.38757085540244,8.69158763326251,6.2932346278086,7.54933325005623
"TCGA-O2-A52W-01A",1,6.40988703934333,4.54533490243013,7.22900802432012,4.5715743043962,3.20491744290546,5.44243050347855,5.49248287427103,7.1594837534764,4.43411516654242,4.56578677198048,2.65018638341516,6.41978246985909,3.98945566941789,6.02167351565145
"TCGA-55-7227-01A",1,4.99461534189807,4.85519157344641,12.1938515679074,3.81228833582234,4.63649248727113,5.64513478776072,5.36110737359732,5.37555054737655,5.23377131058877,6.12799312212245,4.35582114349473,8.23317499402025,6.50229409693075,7.43874937269235
"TCGA-49-4486-01A",1,4.62357465205712,4.71326789978022,6.54076213533408,2.66644107838585,2.80057445203598,3.31775505873516,5.54954983835441,5.72129022103768,5.7695225833807,10.0148925062684,2.0871205839388,7.75182054239391,3.11045855071805,4.36422355711153
"TCGA-98-A53D-01A",1,3.45386664092388,3.72593896745465,10.5069075047272,3.76252228757117,5.58700581325304,6.34908932066362,4.94292482726424,6.31223383500872,6.53304655472913,8.90356265623582,5.47405866379823,9.81665882176803,6.52775042717425,7.94418980463366
"TCGA-85-7699-01A",1,6.23388568818035,5.51173435683757,9.46567281685986,5.2927414057911,4.8436111610725,4.08751874219474,5.12614392220072,5.67623692171453,3.74932312923597,4.81293182777239,4.4685261447985,6.82318967452213,5.97985937969495,7.34519212215665
"TCGA-77-A5GH-01A",1,6.4048107197574,5.22374035019874,10.7051904448151,6.65122801769439,4.67707428310064,4.4220313163733,6.59966835383155,6.63383122279393,3.80958307966312,4.65494691484838,4.67645694898715,7.30643976693633,6.38093324249655,6.99732899357069
"TCGA-55-8206-01A",1,4.49881021159222,6.57397680339535,8.94507803778084,4.17634705642457,3.55886954379729,4.61736631946433,5.83561953485073,6.70627868836537,6.07823894136213,6.53407025668836,5.78923551177213,8.78770461193374,5.87051391227744,8.37780143752503
"TCGA-05-4425-01A",1,5.12053737692198,6.82334189393336,12.4877041983438,4.51109885111299,4.53513235022142,5.39200241884367,5.93733454294961,5.19853642052405,4.13377792035469,7.6216233472682,4.39594971858361,9.49984539498826,6.35966145911913,7.37858339347861
"TCGA-86-A4P7-01A",1,5.63938791292923,6.53151185459275,9.11219563848842,5.2456251738904,5.22022566471816,4.96013019829104,6.24532518702239,6.59092035969384,6.96037747305022,6.93281948158086,4.83257964183163,9.17334865689087,6.18232110292737,7.42414838334958
"TCGA-85-A512-01A",1,6.89973954904024,5.57291754052683,9.14034411815237,5.36957386731476,5.83153304417114,5.33606606583077,5.76010433726874,7.32903569523713,4.89598679411263,4.1926354393842,3.42428523406411,7.16496726576819,4.45661751686947,5.6417644101906
"TCGA-55-7907-01A",1,5.01999671701448,5.05073091564716,9.71059783503763,5.29155712531143,6.52316484250099,5.13622048942809,5.84307975584095,6.0021219745229,3.58694840423287,6.42331018628557,3.20514726654411,5.960274408735,5.54637097096452,6.90630559822439
"TCGA-77-7142-01A",1,3.95117208941228,4.62256569727531,10.8337790430289,4.14065042173469,4.33088505288574,3.88883029190994,4.525207574756,5.06664712840968,7.18252844538677,7.94822934454233,3.71459984306461,9.7885450841931,6.6309367583794,7.31068602848386
"TCGA-64-1680-01A",1,4.363741781116,4.46704869883986,8.9113763405481,4.7148885724289,4.24865390736349,4.75218407488646,5.40102731267368,5.62836749462046,5.15955711372301,8.03417846500249,2.96940406609858,9.04384185986071,5.00197555722209,6.2529325762052
"TCGA-56-A4BX-01A",1,5.68405533300411,5.11201186152548,8.4981161773476,5.6453705676925,4.46064326642858,5.0664038047824,6.17246858814964,6.4463542244786,4.51603942420472,7.80871468172403,2.08768349357311,6.61109085131078,3.96261286732462,3.79879458560363
"TCGA-77-8154-01A",1,5.7439572560396,7.03708590085691,5.98172009962333,4.54849301647539,4.6473244910486,5.31533959280005,5.06612039525183,6.39548095967555,4.51428299885839,5.45028652092544,2.45355076559269,7.45304202121636,3.44872248536101,4.38202619884772
"TCGA-77-8145-01A",1,5.61118500998005,7.29869954401519,10.5366025120003,6.1520337993534,6.64999013356095,5.78687804093046,5.64263134493486,6.75839362286137,3.73930616890657,6.85477101740046,2.87905780540203,8.14359042196699,5.005543264546,6.21579483768042
"TCGA-55-7574-01A",1,5.37944462513563,6.12933430430909,8.9527412181981,4.24550619992147,5.58653274078276,4.67372655428921,5.63946987349622,6.2518887476079,5.52726421744811,7.80357298207268,3.37740277632141,9.5290564490938,5.51191164186657,6.76202470572035
"TCGA-78-7153-01A",1,5.4079659070398,9.02588510657163,9.40533032899983,5.35669143927622,3.82296742953412,3.40647374528108,5.61075432176871,5.32640975027555,4.2497739590098,8.69447621107748,2.56405189149882,7.21402190994031,3.69907187828441,4.9613456876402
"TCGA-44-6775-01A",1,5.41053600735299,6.30182149568966,12.0830592969817,5.22014061757347,5.12929117249082,5.55323359114224,5.58294031184968,5.18854140934745,3.80118856592857,6.51645799553532,5.12105063885502,6.50156676238664,7.69458966253958,7.79440541659106
