"ID","Type","RECQL4","GPT2","SPP1","ADM2","C1QTNF6","STX1A","ARHGEF16","ZNF692","CLEC3B","HBB","CD300C","LAMP3","MSR1","VSIG4"
"GSM2718949","0",3.77220384861668,4.02717730190651,1.17327657910654,4.50269407400816,2.86236854788329,4.00279205088969,5.12287032089587,4.89381342918537,8.99965175176059,10.3473811585887,4.40687041722144,9.55375960714862,5.73466148683243,7.49009912168705
"GSM2718950","0",3.50713558843866,4.19353424147217,5.35617253765817,4.44289133467605,4.2125260187319,3.27005724555224,4.52899066532544,4.89244562875845,9.28697523956604,10.087129148627,4.12531918833638,8.8707434021728,5.25857640736567,6.90641396212359
"GSM2718951","0",3.72346147277988,3.59006219723757,3.63433917241075,4.44289133467605,2.86057875967731,3.95480884450885,4.73897331984198,6.21738120946239,7.99597865881978,9.23955868615965,4.40039407768746,10.4300506900003,7.55671087019869,9.34328070562205
"GSM2718952","1",5.83016355789303,7.37274295689101,11.2404945718031,3.72163263954073,3.88082466653384,5.11335154705318,5.27751830815078,6.08487291982057,5.88887693072346,9.47030554443915,4.24795552041181,9.44082663162061,6.47808933246381,7.70522453083554
"GSM2718953","0",3.55892511710064,3.68966117574558,8.88574150759521,4.45965451620062,3.73781757472668,2.7317769450152,4.56639480075239,5.23713888305813,9.1142984260412,10.5341211966304,4.34975023682635,9.3577188452344,5.98820953042685,8.50786414658166
"GSM2718954","1",4.13832026930122,7.5384154816341,10.7451106631152,3.74039724895329,3.87357544067303,4.35440011135979,6.50163350794977,7.46940609411384,3.56392668967767,4.65470350615251,4.39863121682182,9.23561340199581,4.98984991667704,6.0332813463934
"GSM2718955","1",7.00777135370664,6.0212124747811,9.46609562142079,3.80002017972894,7.195682648432,4.69135628398077,6.11033399789166,7.40905081019484,5.30288432481106,8.65863130174482,2.56208671466208,7.27990813494668,4.78221980375911,6.3702555443988
"GSM2718956","0",3.83977878033057,3.69870580635048,6.16774461262613,4.44501968625096,3.25007305268943,3.29167863109057,4.10609678494016,5.26843595462156,8.12351212929094,10.5102538517285,4.56041270710241,9.23198462051781,6.98599262846272,8.0551494018829
"GSM2718957","1",5.88343303220962,7.42247871043583,11.212146031511,3.64731459006413,3.98664647783905,5.6771733762659,6.11391577242869,6.64535815768213,2.82763073053951,7.4371842500211,4.03943700485331,7.42073773056715,4.91210546052858,5.26320362655368
"GSM2718958","0",3.75062828793675,3.83179124569339,7.1706539711135,4.48445804886672,4.08403537254478,3.16300536872969,4.79058742161315,3.83460779630576,7.96682468188613,10.0145103128145,6.13497480337526,9.37632570149254,7.99838221877552,9.28853156633735
"GSM2718959","1",4.85988091675226,5.96248891929897,11.8605482273004,3.84478325543502,5.60937663084236,5.58998205838588,6.52841842983281,6.94801301506971,3.574432252715,9.93531146070175,6.36971995325761,5.92625934216685,6.95586679884686,9.49475902881989
"GSM2718960","0",3.6982912928346,4.06754721933403,7.5677779923442,4.52613370588865,4.29423821564937,3.58544356503295,4.55202170627088,5.14707636917049,8.39391958895553,9.9634680750085,4.75849416079914,9.43774439162241,6.91690828521231,8.66840124712972
"GSM2718961","0",3.74790121469696,3.51861126641031,6.97609664380547,4.44718743705368,4.09926919376842,4.13409960036039,3.92699355474008,3.38777996510579,9.56352651135822,10.1227858901471,3.9764312988232,8.56545895143744,6.42844964020323,8.19343671391661
"GSM2718962","0",3.78258965872319,3.86698324041335,7.86740944992228,4.49063315065934,3.19522110227323,3.40115034935593,4.99495907596605,4.81683994027567,7.58732745367941,7.69088815697187,4.43903473715563,10.1541712185618,8.10696834096644,9.94564541980232
"GSM2718963","1",3.97551960914139,4.49850562270412,11.0788676585669,3.76096417472001,6.69754898948563,3.77653597633672,4.66877935061088,4.70800435843944,6.55775249370257,10.748811234341,4.56648009912218,8.93032895126045,7.85141798650849,8.38318733872993
"GSM2718964","0",3.68856953924349,3.44282069187708,4.85556437614709,4.47821657656282,4.28331895125531,3.92829147216852,4.75927800754952,4.42829908957818,8.28307830040577,10.0018101136604,4.44760228153634,9.62411154395798,6.12008623928169,7.94590100182595
"GSM2718965","1",4.18565801232702,4.51908658513701,10.8229838435619,3.81090494357905,6.04407494312947,4.44909184707976,4.48966686589328,4.74730296187745,4.714161530954,8.56237674753742,4.52870291711482,8.71479604065915,7.15003741143772,8.18500036122466
"GSM2718966","0",3.59228490497461,3.75931582651505,7.42993132657267,4.47006622489263,4.58448447271154,2.80492895632497,4.89273395162189,5.63277733670657,9.07057665980044,10.6857717818005,4.5173844995542,10.4421357174179,8.50396349976685,10.0033461543643
"GSM2718967","1",6.78556141207019,6.95391208293169,10.6232997067633,3.6961326131427,4.92405116339662,4.0872005375993,7.28053154981814,6.27962717354495,4.3613445643088,7.23219086546716,4.5736154672712,6.2210494980344,5.47941641820003,7.09772140579022
"GSM2718968","0",3.53849421508882,3.27917636655651,3.64774493041893,4.33768111750244,3.21000455831243,3.55636225139601,4.5929323369505,5.03920980958363,8.56557222936667,10.7632292560851,4.60051295204888,9.87641988620838,6.79647501323031,9.12375107432337
"GSM2718969","0",3.56784703380925,3.97632294454929,4.94773626221522,4.39171147332353,3.93018576198526,3.71338324053164,3.5891897141807,4.66663915249262,7.78164437049174,9.89886783479792,6.5204915456608,9.87641988620838,8.12899305811566,9.74976338227247
"GSM2718970","1",8.05434493988654,6.56701948169943,11.3287028569445,3.67443315789464,5.35983385388592,8.59001763678726,6.43323792710615,6.40799682003638,1.85916723738223,6.20132237411062,4.76925043022646,4.72465873829645,5.86956846648578,7.86785455322725
"GSM2718971","1",6.25433418311189,6.05972074795215,10.1782400167963,3.75478907292738,4.26415236100758,3.91176312362839,4.891964057824,6.01168737944481,4.33096096636141,7.27297872299786,2.71599894317969,7.6796045705752,5.10419159621517,5.86920142286341
